consultant	The company hired a consultant to improve its training program.	会社は研修制度を改善するためコンサルタントを雇った。
consumption	Household energy consumption fell during the summer.	家庭のエネルギー消費量は夏の間に減少した。
continent	Africa is the second-largest continent.	アフリカは2番目に大きい大陸だ。
continue	We will continue the discussion after lunch.	昼食後に話し合いを続ける。
continuous	The machine can operate for eight hours of continuous use.	その機械は8時間連続して運転できる。
control	Drivers must keep control of their vehicles at all times.	運転者は常に車両を制御していなければならない。
controversial	The decision to close the library was highly controversial.	図書館を閉鎖する決定は大きな議論を呼んだ。
controversy	The new law caused controversy across the country.	新法は国中で論争を引き起こした。
convenience	Online booking offers convenience to busy travellers.	オンライン予約は忙しい旅行者に便利さを提供する。
convention	More than a thousand delegates attended the annual convention.	千人を超える代表者が年次大会に出席した。
convey	His expression did not convey how worried he felt.	彼の表情からは、どれほど心配しているか伝わらなかった。
convinced	I am convinced that the new approach will work.	私は新しい方法がうまくいくと確信している。
convincing	She gave a convincing explanation for the unexpected result.	彼女は予想外の結果について説得力のある説明をした。
cook	My grandfather taught me how to cook this dish.	祖父がこの料理の作り方を教えてくれた。
cooker	Turn off the cooker before you leave the kitchen.	台所を離れる前に調理器具の電源を切ってください。
cool	Allow the bread to cool before cutting it.	パンは切る前に冷ましてください。
copy	Please keep a copy of the signed agreement.	署名済みの契約書の写しを保管してください。
corner	A small café stands on the corner of the street.	通りの角に小さなカフェがある。
corporation	The corporation employs more than ten thousand people worldwide.	その企業は世界で1万人以上を雇用している。
correctly	Only half the students answered the question correctly.	その質問に正しく答えた生徒は半数だけだった。
costume	Each dancer wore a traditional costume.	踊り手はそれぞれ伝統衣装を着ていた。
cottage	They rented a cottage in the countryside for the weekend.	彼らは週末に田舎の小さな家を借りた。
cotton	This shirt is made from organic cotton.	このシャツは有機栽培の綿でできている。
counter	Please pay for your drinks at the counter.	飲み物の代金はカウンターで支払ってください。
countryside	Many people visit the countryside to escape city noise.	多くの人が都会の騒音を離れて田園地帯を訪れる。
county	The service is available throughout the county.	そのサービスは郡全域で利用できる。
couple	A young couple moved into the apartment upstairs.	若い夫婦が上の階の部屋に引っ越してきた。
court	The case will return to court next month.	その事件は来月再び法廷で審理される。
cover	This insurance will cover the cost of emergency treatment.	この保険は緊急治療の費用を補償する。
coverage	The event received extensive media coverage.	その出来事はメディアで広く報道された。
covered	The mountain remained covered in snow until May.	その山は5月まで雪に覆われたままだった。
crack	A small crack appeared in the wall after the earthquake.	地震後、壁に小さなひびが入った。
craft	Learning a traditional craft takes patience and practice.	伝統工芸を学ぶには忍耐と練習が必要だ。
crazy	It would be crazy to drive in weather like this.	こんな天候で運転するのは無謀だろう。
cream	Would you like cream in your coffee?	コーヒーにクリームを入れますか。
creation	The creation of the national park protected the forest.	国立公園の設立によって森林が守られた。
creativity	The task encourages children to use their creativity.	その課題は子どもたちが創造力を使うよう促す。
creature	Scientists discovered a tiny sea creature near the island.	科学者たちは島の近くで小さな海洋生物を発見した。
critically	Two passengers were critically injured in the crash.	衝突事故で乗客2人が重傷を負った。
cross	Use the pedestrian bridge to cross the busy road.	交通量の多い道路を渡るには歩道橋を使ってください。
crowd	A large crowd gathered outside the theatre.	劇場の外に大勢の人が集まった。
crowded	The beach becomes crowded during the summer holidays.	その浜辺は夏休み中に混雑する。
cruise	They took a cruise around the islands.	彼らは島々を巡るクルーズ旅行をした。
cry	The child began to cry when she lost sight of her mother.	母親が見えなくなると、その子は泣き始めた。
cue	The lights going down were our cue to begin.	照明が暗くなることが私たちの開始の合図だった。
cupboard	The plates are in the cupboard above the sink.	皿は流しの上の戸棚にある。
curly	The little boy has thick curly hair.	その小さな男の子は太くて巻いた髪をしている。
curtain	She opened the curtain to let in the morning light.	彼女は朝の光を入れるためカーテンを開けた。
curve	The road follows a sharp curve beyond the village.	道路は村の先で急な曲線を描いている。
curved	The building has a distinctive curved roof.	その建物には特徴的な湾曲した屋根がある。
cut	Use a sharp knife to cut the bread evenly.	よく切れるナイフでパンを均等に切ってください。
cute	The child drew a cute picture of her dog.	その子は自分の犬のかわいい絵を描いた。
cycle	More people now cycle to work in the city.	今ではその都市で自転車通勤する人が増えている。
daily	A short daily review helps new vocabulary remain in memory.	短い毎日の復習は新しい語彙を記憶に残す助けになる。
dairy	The farm produces dairy products such as milk and cheese.	その農場は牛乳やチーズなどの乳製品を生産している。
danger	The warning sign alerts walkers to the danger of falling rocks.	警告標識は落石の危険を歩行者に知らせている。
dare	Few people dare to swim in the river during winter.	冬にその川で泳ごうとする人はほとんどいない。
dark	It was already dark when the hikers returned.	登山者が戻った時にはすでに暗かった。
darkness	The village disappeared into darkness during the power cut.	停電中、村は暗闇に包まれた。
data	The research team collected data from over a thousand participants.	研究チームは千人を超える参加者からデータを集めた。
database	All customer records are stored in a secure database.	すべての顧客記録は安全なデータベースに保存されている。
date	The letter does not date from the period we expected.	その手紙は私たちが予想した時代のものではない。
dead	The battery was dead, so the car would not start.	バッテリーが切れていたので車は動かなかった。
deadly	The vaccine protects against a deadly disease.	そのワクチンは命に関わる病気を予防する。
deal	The two companies reached a deal after weeks of negotiation.	2社は数週間の交渉後に合意に達した。
dealer	We bought the used car from a trusted dealer.	私たちは信頼できる販売業者から中古車を買った。
dear	Dear Ms Tanaka, thank you for your recent message.	田中様、先日のメッセージをありがとうございました。
death	The report examines the leading causes of death.	その報告書は主な死因を調べている。
decent	We found a decent hotel at a reasonable price.	私たちは妥当な価格のまずまずのホテルを見つけた。
decision	The committee will announce its final decision tomorrow.	委員会は明日、最終決定を発表する。
deck	Passengers gathered on the upper deck to watch the sunset.	乗客は夕日を見るため上甲板に集まった。
decoration	The handmade decoration was placed above the entrance.	手作りの飾りが入口の上に置かれた。
deep	The lake is too deep to cross safely.	その湖は深すぎて安全に渡れない。
deeply	The community was deeply affected by the factory closure.	地域社会は工場閉鎖から深い影響を受けた。
defence	The lawyer prepared a strong defence for her client.	弁護士は依頼人のために強力な弁護を準備した。
defender	The defender blocked the final shot of the match.	守備選手は試合最後のシュートを防いだ。
definite	We need a definite answer by the end of the week.	週末までに明確な返事が必要だ。
delete	You can delete old files to free some storage space.	古いファイルを削除すると保存容量を空けられる。
deliberate	The change was a deliberate attempt to simplify the process.	その変更は手続きを簡単にするための意図的な試みだった。
delighted	We were delighted to hear that the project had been approved.	その事業が承認されたと聞いて私たちは大いに喜んだ。
democracy	Free elections are an essential part of democracy.	自由な選挙は民主主義に不可欠な部分だ。
democratic	Members selected their leader through a democratic vote.	会員は民主的な投票で指導者を選んだ。
demonstration	The students watched a demonstration of the new equipment.	学生たちは新しい装置の実演を見た。
dentist	My dentist recommended using a softer toothbrush.	歯科医はもっと柔らかい歯ブラシを使うよう勧めた。
depart	The final train will depart from platform four.	最終列車は4番線から出発する。
dependent	The village is heavily dependent on tourism.	その村は観光に大きく依存している。
depressing	The report presents a depressing picture of ocean pollution.	その報告書は海洋汚染の憂うつな状況を示している。
depression	She sought professional help for her depression.	彼女はうつ状態について専門家の助けを求めた。
derive	Many English words derive from Latin or Greek.	多くの英単語はラテン語やギリシャ語に由来する。
desert	The explorers crossed the desert with a local guide.	探検隊は地元の案内人と砂漠を横断した。
designer	The designer created a simple but elegant logo.	デザイナーは簡潔で上品なロゴを作った。
desperately	The rescue team searched desperately for the missing child.	救助隊は行方不明の子どもを必死に捜した。
detailed	The guide gave us a detailed map of the old town.	案内人は旧市街の詳しい地図をくれた。
detective	The detective examined the room for evidence.	刑事は証拠を求めて部屋を調べた。
determination	Her determination helped her finish the difficult course.	彼女の決意が難しい課程を修了する支えになった。
diagram	This diagram shows how the parts fit together.	この図は部品がどう組み合わさるかを示している。
diamond	The ring contains a small diamond.	その指輪には小さなダイヤモンドが付いている。
diary	I write a few lines in my diary every night.	私は毎晩、日記に数行書く。
differently	People may respond differently to the same medicine.	同じ薬でも人によって反応が異なることがある。
difficulty	Please contact us if you have difficulty using the website.	ウェブサイトの利用が難しい場合はご連絡ください。
dig	Workers had to dig a deep hole for the new pipe.	作業員は新しい管のため深い穴を掘らなければならなかった。
direction	The birds flew away in a northern direction.	鳥たちは北の方向へ飛び去った。
directly	Please send the completed form directly to our office.	記入済みの用紙を当事務所へ直接送ってください。
director	The director approved an increase in the training budget.	取締役は研修予算の増額を承認した。
dirt	Wash the vegetables carefully to remove any dirt.	土を落とすため野菜を丁寧に洗ってください。
disability	The building is accessible to people with a disability.	その建物は障害のある人も利用できる。
disabled	The theatre reserves several seats for disabled visitors.	その劇場は障害のある来場者用に数席を確保している。
disagreement	A disagreement about costs delayed the project.	費用についての意見の相違が事業を遅らせた。
disappointed	We were disappointed by the quality of the service.	私たちはサービスの質に失望した。
disappointing	Ticket sales were disappointing despite the good reviews.	よい評価にもかかわらず、券の売れ行きは期待外れだった。
disappointment	Missing the final was a major disappointment for the team.	決勝を逃したことはチームにとって大きな失望だった。
disc	The documentary is available on disc and online.	そのドキュメンタリーはディスクとオンラインで入手できる。
discourage	High fees may discourage students from applying.	高い料金は学生の応募を思いとどまらせるかもしれない。
discover	Visitors can discover local history at the museum.	来館者は博物館で地域の歴史を知ることができる。
discussion	The proposal led to a lively discussion.	その提案は活発な議論につながった。
dishonest	It was dishonest of him to hide the extra charge.	追加料金を隠した彼の行為は不正直だった。
disk	Save a backup copy on an external disk.	外付けディスクに予備のコピーを保存してください。
dislike	Many people dislike being interrupted while working.	多くの人は仕事中に邪魔されるのを嫌う。
disorder	The treatment helps people with a sleep disorder.	その治療は睡眠障害のある人を助ける。
distinct	The region has four distinct seasons.	その地域にははっきり異なる四季がある。
distribution	The charity manages the distribution of food supplies.	その慈善団体は食料の配布を管理している。
dive	We watched a seabird dive into the water.	私たちは海鳥が水へ飛び込むのを見た。
diverse	The city has a diverse population.	その都市には多様な人々が暮らしている。
diversity	Cultural diversity can bring new ideas to a workplace.	文化的多様性は職場に新しい考えをもたらしうる。
divorce	The couple decided to divorce after years of conflict.	その夫婦は長年の対立の末に離婚を決めた。
divorced	He remained friendly with his divorced partner.	彼は離婚した元配偶者と友好的な関係を保った。
documentary	The documentary explores life in the deep ocean.	そのドキュメンタリーは深海の生物を取り上げている。
dominant	Online sales have become the dominant part of the business.	オンライン販売が事業の中心的な部分になった。
donation	A generous donation allowed the library to buy new books.	多額の寄付で図書館は新しい本を購入できた。
dot	Mark each city with a red dot on the map.	地図上の各都市に赤い点を付けてください。
download	You can download the full report for free.	報告書全体を無料でダウンロードできる。
downstairs	The meeting room is downstairs beside the entrance.	会議室は階下の入口脇にある。
downtown	A new public park opened downtown last month.	先月、中心街に新しい公園が開園した。
downwards	The path slopes downwards towards the river.	小道は川に向かって下り坂になっている。
dozen	We ordered a dozen chairs for the new office.	新しい事務所用に椅子を12脚注文した。
draft	Please send me the first draft by Wednesday.	水曜日までに最初の草稿を送ってください。
drama	The school drama deals with the pressure of exams.	その学校劇は試験の重圧を扱っている。
dramatically	Housing costs have risen dramatically in recent years.	住宅費は近年劇的に上昇した。
drawing	The architect showed us a drawing of the new entrance.	建築家は新しい入口の図面を見せてくれた。
dream	Her dream is to open a small restaurant.	彼女の夢は小さなレストランを開くことだ。
dressed	Everyone was dressed in formal clothes for the ceremony.	式典では全員が正装していた。
drive	It takes about an hour to drive to the coast.	海岸まで車で約1時間かかる。
driving	Driving in heavy snow requires extra care.	大雪の中での運転には特別な注意が必要だ。
drug	The new drug reduced the patient's pain.	新薬は患者の痛みを和らげた。
drum	A steady drum kept the dancers in time.	一定の太鼓の音が踊り手のリズムを保った。
drunk	The police stopped a drunk driver near the bridge.	警察は橋の近くで飲酒運転者を止めた。
dry	Leave the paint to dry overnight.	塗料を一晩乾かしてください。
duration	The exact duration of the course depends on your level.	講座の正確な期間はレベルによって異なる。
dust	A layer of dust covered the unused desk.	使われていない机はほこりに覆われていた。
dynamic	She is a dynamic leader who welcomes new ideas.	彼女は新しい考えを歓迎する活力ある指導者だ。
earth	The satellite sends images of Earth back to scientists.	その衛星は地球の画像を科学者へ送る。
easily	The instructions can be easily understood by beginners.	その説明は初心者にも簡単に理解できる。
eastern	Heavy rain is expected in the eastern region.	東部地域では大雨が予想されている。
economics	He studied economics before working for a bank.	彼は銀行で働く前に経済学を学んだ。
economist	The economist warned that prices might continue to rise.	経済学者は物価が上がり続ける可能性を警告した。
editor	The editor asked the writer to shorten the article.	編集者は書き手に記事を短くするよう求めた。
editorial	The newspaper published an editorial on climate policy.	その新聞は気候政策についての社説を掲載した。
educated	She is an educated reader with a wide range of interests.	彼女は幅広い関心を持つ教養ある読者だ。
education	Every child should have access to quality education.	すべての子どもが質の高い教育を受けられるべきだ。
educational	The museum offers educational programs for schools.	その博物館は学校向けの教育プログラムを提供している。
effect	The new timetable had little effect on delays.	新しい時刻表は遅延にほとんど効果がなかった。
effectively	The two departments now work together more effectively.	2つの部署は今ではより効果的に協力している。
efficiently	The new system processes orders more efficiently.	新しいシステムは注文をより効率よく処理する。
either	You can choose either option without paying extra.	追加料金なしでどちらの選択肢も選べる。
elbow	He hurt his elbow when he fell from the bicycle.	彼は自転車から転んで肘を痛めた。
electric	The city plans to replace its buses with electric vehicles.	市はバスを電気自動車に替える予定だ。
electrical	Only trained staff should repair electrical equipment.	訓練を受けた職員だけが電気機器を修理すべきだ。
electricity	The storm left thousands of homes without electricity.	嵐で何千もの家庭が停電した。
electronics	He works in a shop that sells consumer electronics.	彼は家電製品を売る店で働いている。
elegant	The hotel combines an elegant design with modern comfort.	そのホテルは上品なデザインと現代的な快適さを兼ね備えている。
elementary	The first chapter provides an elementary introduction to coding.	第1章ではプログラミングの初歩を紹介している。
elsewhere	If this shop is closed, we can eat elsewhere.	この店が閉まっていたら別の場所で食べられる。
embrace	The organization chose to embrace digital technology.	その団体はデジタル技術を積極的に取り入れることにした。
emission	Each vehicle must meet the new emission standard.	各車両は新しい排出基準を満たさなければならない。
emotionally	Caring for a sick relative can be emotionally difficult.	病気の親族を世話することは精神的につらい場合がある。
empire	The museum describes the rise and fall of the ancient empire.	博物館は古代帝国の盛衰を説明している。
empty	The restaurant was almost empty when we arrived.	私たちが着いた時、レストランはほとんど空だった。
ending	The film has a surprising but satisfying ending.	その映画には驚きがありながら満足できる結末がある。
energy	Walking to work gives me more energy in the morning.	歩いて通勤すると朝にもっと元気が出る。
engaged	She is fully engaged in planning the conference.	彼女は会議の計画に全面的に取り組んでいる。
engineer	An engineer inspected the bridge after the storm.	技師が嵐の後に橋を点検した。
engineering	The university is known for research in environmental engineering.	その大学は環境工学の研究で知られている。
enhance	Plants can enhance the appearance of an office.	植物は職場の見た目を良くすることができる。
enjoyable	The guide made the long journey enjoyable.	案内人のおかげで長い旅が楽しいものになった。
enquiry	We received your enquiry about course fees.	受講料についてのお問い合わせを受け取りました。
enter	Visitors must enter through the main gate.	訪問者は正門から入らなければならない。
entertain	Street musicians entertain visitors in the square.	大道芸人が広場で観光客を楽しませる。
entertaining	The speaker gave an entertaining account of her travels.	講演者は旅行について面白く語った。
entertainment	The festival provides free entertainment for families.	その祭りは家族向けの無料の娯楽を提供する。
entrepreneur	The young entrepreneur built a successful online business.	その若い起業家は成功するオンライン事業を築いた。
envelope	Place the form in the envelope provided.	用紙を備え付けの封筒に入れてください。
episode	The latest episode attracted more than a million viewers.	最新回は100万人を超える視聴者を集めた。
equally	The prize money will be divided equally among the winners.	賞金は受賞者の間で均等に分けられる。
equip	The grant will equip the laboratory with modern tools.	その助成金で研究室に最新の器具を備えられる。
era	Smartphones changed communication in the digital era.	スマートフォンはデジタル時代の意思疎通を変えた。
erupt	The volcano could erupt again without warning.	その火山は予告なく再び噴火する可能性がある。
especially	The path is beautiful, especially in autumn.	その小道は特に秋に美しい。
essentially	The two methods are essentially the same.	その2つの方法は本質的に同じだ。
estate	The family owns a large estate outside the city.	その家族は市外に広大な土地を所有している。
ethic	A strong work ethic helped her earn the team's trust.	強い職業倫理が彼女のチームからの信頼につながった。
ethnic	The area is home to several ethnic communities.	その地域には複数の民族共同体が暮らしている。
evaluation	The program will continue after a positive evaluation.	その制度はよい評価を受けた後も継続する。
even	Make sure the surface is clean and even.	表面が清潔で平らか確認してください。
everyday	The book explains science through everyday examples.	その本は日常的な例を通して科学を説明する。
everywhere	Spring flowers were growing everywhere.	春の花が至る所に咲いていた。
evolution	The exhibition traces the evolution of modern design.	その展示は現代デザインの発展をたどっている。
exactly	The train arrived at exactly nine o'clock.	電車はちょうど9時に到着した。
examination	A careful examination revealed a small crack.	詳しい検査で小さなひびが見つかった。
except	The museum is open every day except Monday.	その博物館は月曜日を除いて毎日開いている。
excessive	Excessive screen time can affect sleep.	過度な画面使用は睡眠に影響することがある。
excitement	There was great excitement before the final match.	決勝戦の前には大きな興奮があった。
exclude	The price does not exclude any necessary materials.	その価格は必要な教材を除外していない。
excuse	There is no excuse for treating customers rudely.	客に失礼な態度を取る言い訳はない。
executive	A senior executive presented the company's strategy.	上級役員が会社の戦略を発表した。
exit	Use the rear exit in an emergency.	緊急時には後方出口を使ってください。
exotic	The garden contains exotic plants from tropical regions.	その庭には熱帯地域の珍しい植物がある。
expansion	The airport expansion will create new jobs.	空港の拡張は新しい雇用を生むだろう。
expect	We expect demand to increase next year.	私たちは来年需要が増えると予想している。
expected	The repairs took longer than expected.	修理は予想より長くかかった。
expedition	The scientific expedition spent two months in Antarctica.	科学探検隊は南極で2か月を過ごした。
experience	Working abroad gave her valuable experience.	海外で働いたことで彼女は貴重な経験を得た。
experienced	An experienced guide led us through the forest.	経験豊富な案内人が森を案内してくれた。
expertise	The project requires expertise in data security.	その事業にはデータ安全管理の専門知識が必要だ。
exploit	Some employers exploit workers who do not know their rights.	雇用主の中には権利を知らない労働者を搾取する者がいる。
exploration	Space exploration has produced useful new technology.	宇宙探査は有用な新技術を生み出してきた。
exposure	Long exposure to loud noise may damage hearing.	大きな音に長時間さらされると聴力を損なうことがある。
extension	We requested an extension of the application deadline.	私たちは応募期限の延長を求めた。
extensive	The storm caused extensive damage along the coast.	嵐は沿岸に広範な被害をもたらした。
extensively	The topic has been extensively discussed in the media.	その話題はメディアで広く議論されてきた。
extra	You can pay extra for a larger room.	追加料金を払えばより広い部屋にできる。
extract	The process can extract useful chemicals from waste.	その工程では廃棄物から有用な化学物質を抽出できる。
fabric	This fabric is light but very strong.	この布地は軽いが非常に丈夫だ。
fabulous	We had a fabulous view of the coast from our room.	部屋から海岸のすばらしい景色が見えた。
face	Small businesses face serious challenges during a recession.	不況時には小企業が深刻な課題に直面する。
factory	The factory produces parts for electric cars.	その工場は電気自動車の部品を生産している。
failed	The failed experiment still provided useful information.	失敗した実験からも有用な情報が得られた。
fair	The judges made a fair decision based on the evidence.	審査員は証拠に基づいて公正な判断をした。
fairly	The manager promised to treat every employee fairly.	管理者は全従業員を公平に扱うと約束した。
fall	House prices began to fall in the second half of the year.	住宅価格は年の後半に下がり始めた。
fame	The singer found fame after appearing on television.	その歌手はテレビ出演後に名声を得た。
fan	A large fan keeps the room cool.	大きな扇風機が部屋を涼しく保つ。
fantasy	The novel mixes historical fact with fantasy.	その小説は歴史的事実と空想を組み合わせている。
far	The nearest hospital is not far from here.	最寄りの病院はここから遠くない。
fare	The bus fare has increased by ten percent.	バス運賃が10パーセント上がった。
farm	They farm vegetables without using chemical pesticides.	彼らは化学農薬を使わずに野菜を栽培している。
farming	Organic farming is becoming more common in the region.	その地域では有機農業がより一般的になっている。
fashion	Loose jackets are back in fashion this year.	今年はゆったりした上着が再び流行している。
fat	This product is low in fat and salt.	この製品は脂肪分と塩分が少ない。
favour	Could you do me a favour and check this translation?	お願いがあるのですが、この翻訳を確認してもらえますか。
fear	Fear of failure can prevent people from trying.	失敗への恐れは人が挑戦するのを妨げることがある。
feather	A white feather lay on the path.	白い羽が小道に落ちていた。
federal	The federal government announced new safety standards.	連邦政府は新しい安全基準を発表した。
feel	The material should feel smooth against your skin.	その素材は肌に触れるとなめらかに感じるはずだ。
fellow	She discussed the idea with her fellow researchers.	彼女は仲間の研究者たちとその考えを話し合った。
female	The study included equal numbers of male and female participants.	その研究には男女同数の参加者が含まれた。
fiction	She prefers historical fiction to modern romance.	彼女は現代の恋愛小説より歴史小説を好む。
field	New technology is changing the field of medicine.	新技術が医療分野を変えている。
fight	Communities must work together to fight pollution.	地域社会は汚染と闘うため協力しなければならない。
fighting	The agreement brought an end to months of fighting.	その合意で数か月の戦闘が終わった。
file	Please file the original document in the blue folder.	原本を青いフォルダーに保管してください。
film	The team plans to film the interview outdoors.	チームは屋外でインタビューを撮影する予定だ。
final	The final decision will be made on Friday.	最終決定は金曜日に下される。
finally	After three attempts, she finally passed the exam.	3回挑戦した後、彼女はついに試験に合格した。
finding	The main finding challenges an earlier theory.	主な研究結果は以前の理論に異議を唱えている。
finger	He pointed his finger at the correct line.	彼は正しい行を指で示した。
finish	We should finish the report before lunch.	昼食前に報告書を仕上げるべきだ。
fire	The company had to fire two employees for serious misconduct.	会社は重大な不正行為を理由に従業員2人を解雇せざるを得なかった。
firefighter	A firefighter carried the child to safety.	消防士が子どもを安全な場所へ運んだ。
firework	A single firework lit up the night sky.	一発の花火が夜空を照らした。
firmly	Hold the handle firmly with both hands.	両手で取っ手をしっかり握ってください。
first	She was the first person to notice the error.	彼女が最初にその誤りに気づいた人だった。
firstly	Firstly, we need to agree on a realistic budget.	第一に、現実的な予算について合意する必要がある。
fish	Local families fish in the river during summer.	地元の家庭は夏にその川で魚を捕る。
fishing	The village depends on fishing and tourism.	その村は漁業と観光に依存している。
fit	This table will not fit through the narrow door.	このテーブルは狭いドアを通らない。
fitness	Regular walking can improve your fitness.	定期的な歩行は体力を向上させる。
fixed	The contract offers a fixed price for two years.	その契約では2年間の固定価格が提示されている。
flag	A red flag was raised above the beach.	浜辺に赤い旗が掲げられた。
flame	Keep paper away from the open flame.	紙を裸火から離してください。
flash	A flash of lightning lit the entire valley.	稲妻の光が谷全体を照らした。
flat	The path is flat and suitable for beginners.	その道は平らで初心者に向いている。
flavour	Fresh herbs add flavour to the soup.	新鮮なハーブはスープに風味を加える。
flour	Mix the flour with water and a little salt.	小麦粉を水と少量の塩で混ぜてください。
flu	She stayed home for a week because of the flu.	彼女はインフルエンザで1週間自宅にいた。
fly	Several airlines fly directly to the island.	複数の航空会社がその島へ直行便を運航している。
flying	Flying is often faster than taking the train.	飛行機での移動は電車より速いことが多い。
folding	A folding chair is stored behind the door.	折り畳み椅子がドアの後ろに保管されている。
following	Please answer the following three questions.	次の3つの質問に答えてください。
fond	My grandmother is fond of traditional music.	祖母は伝統音楽が好きだ。
fool	Only a fool would ignore such a clear warning.	そんな明確な警告を無視するのは愚か者だけだ。
forbid	The rules forbid visitors from touching the objects.	規則では来場者が展示物に触れることを禁じている。
foreign	The company is looking for new foreign markets.	その会社は新しい海外市場を探している。
forest	A fire destroyed a large area of forest.	火災で広い森林が焼失した。
forever	No computer will continue working forever.	永遠に動き続けるコンピューターはない。
fork	Use a fork to hold the vegetable while cutting it.	野菜を切る時はフォークで押さえてください。
format	Save the image in a widely supported format.	画像を広く対応している形式で保存してください。
formation	Scientists studied the formation of the island.	科学者はその島の形成を研究した。
formerly	The building was formerly used as a school.	その建物は以前、学校として使われていた。
fortunate	We were fortunate to find shelter before the storm.	嵐の前に避難場所を見つけられて幸運だった。
fortunately	Fortunately, no one was injured in the fire.	幸い、火事でけが人はいなかった。
forum	The website provides a forum for exchanging practical advice.	そのサイトは実用的な助言を交換する場を提供する。
forward	We look forward to hearing your opinion.	ご意見を伺うのを楽しみにしています。
fossil	Researchers discovered a rare fossil in the rock.	研究者は岩の中で珍しい化石を発見した。
founder	The founder still advises the company on major decisions.	創設者は今も重要な決定について会社に助言している。
fraction	Only a small fraction of the waste is recycled.	廃棄物のうち再利用されるのはほんの一部だ。
fragment	Archaeologists found a fragment of ancient pottery.	考古学者は古代の陶器の破片を発見した。
framework	The law provides a framework for protecting personal data.	その法律は個人情報を守る枠組みを提供する。
fraud	The bank introduced new measures to prevent fraud.	銀行は詐欺を防ぐ新しい対策を導入した。
free	The campaign aims to free the river from plastic waste.	その運動は川からプラスチックごみをなくすことを目指している。
freedom	Journalists need freedom to report the facts.	記者には事実を報道する自由が必要だ。
freely	Members can freely express different opinions.	会員は異なる意見を自由に表明できる。
frequency	The frequency of extreme weather events is increasing.	異常気象の発生頻度が増えている。
fresh	The café serves fresh bread every morning.	そのカフェは毎朝焼きたてのパンを出す。
fridge	Keep the medicine in the fridge after opening it.	開封後は薬を冷蔵庫に保管してください。
friendship	Their friendship continued long after they left school.	彼らの友情は卒業後も長く続いた。
frog	A green frog sat beside the pond.	緑色のカエルが池のそばにいた。
frozen	The road was frozen and dangerous.	道路は凍っていて危険だった。
fry	Fry the vegetables for five minutes over medium heat.	野菜を中火で5分間炒めてください。
fulfil	The new role allowed her to fulfil her potential.	新しい役割で彼女は自分の可能性を発揮できた。
full-time	She returned to full-time work after the summer.	彼女は夏の後に常勤の仕事へ戻った。
fully	Please read the conditions fully before agreeing.	同意する前に条件をすべて読んでください。
fun	The science activity was both useful and fun.	その科学活動は役立つうえに楽しかった。
fundamentally	The two plans are fundamentally different.	その2つの計画は根本的に異なる。
funding	The research cannot continue without additional funding.	その研究は追加資金なしには続けられない。
fur	The animal's thick fur protects it from the cold.	その動物の厚い毛皮は寒さから身を守る。
furious	Residents were furious about the sudden closure.	住民は突然の閉鎖に激怒した。
furniture	The apartment contains only basic furniture.	その部屋には基本的な家具しかない。
further	Please contact us if you need further information.	さらに情報が必要ならご連絡ください。
future	Future generations will face the effects of today's choices.	将来の世代は今日の選択の影響に直面する。
gallery	The gallery displays work by young local artists.	その美術館は地元の若い芸術家の作品を展示している。
gaming	Online gaming can be a social activity.	オンラインゲームは社交的な活動にもなりうる。
gang	Police arrested the leader of the gang.	警察はその一団の指導者を逮捕した。
garage	The bicycle is stored in the garage.	自転車は車庫に保管されている。
gas	The country imports most of its natural gas.	その国は天然ガスの大半を輸入している。
gate	Meet me beside the main gate at noon.	正午に正門のそばで会いましょう。
gay	The organization supports the rights of gay people.	その団体は同性愛者の権利を支援している。
gender	The survey examines differences in pay by gender.	その調査は性別による賃金差を調べている。
general	The guide gives a general overview of the subject.	その案内書はその主題の全体像を示している。
generally	The service is generally reliable, even at busy times.	そのサービスは混雑時でも概して信頼できる。
genetic	Some diseases have a strong genetic component.	病気の中には遺伝的要因が強いものがある。
genius	Her solution showed genuine creative genius.	彼女の解決策は真の創造的才能を示した。
genre	Mystery is the most popular genre among these readers.	この読者たちには推理ものが最も人気のあるジャンルだ。
gentleman	An elderly gentleman offered me his seat.	年配の紳士が私に席を譲ってくれた。
genuinely	She was genuinely pleased by the team's progress.	彼女はチームの進歩を心から喜んだ。
ghost	Local stories say that a ghost lives in the tower.	地元の話では塔に幽霊が住んでいるという。
giant	The company built a giant battery beside the solar farm.	会社は太陽光発電所のそばに巨大な蓄電池を建設した。
gift	Her gift for languages became clear at an early age.	彼女の語学の才能は幼い頃から明らかだった。
gig	The band has a gig at a small club tonight.	そのバンドは今夜、小さなクラブで演奏する。
glad	I am glad that you decided to join us.	参加を決めてくれてうれしい。
globalization	Globalization has connected producers with customers worldwide.	グローバル化は生産者と世界中の顧客を結びつけた。
globe	The news spread rapidly across the globe.	そのニュースは世界中に急速に広まった。
glove	Wear a protective glove when handling the chemical.	その薬品を扱う時は保護手袋を着けてください。
go	We should go before the roads become busy.	道路が混む前に出発した方がよい。
goal	Our main goal is to reduce waiting times.	私たちの主な目標は待ち時間を減らすことだ。
god	The ancient people built a temple for their god.	古代の人々は自分たちの神のために神殿を建てた。
gold	The medal is made of solid gold.	そのメダルは純金でできている。
golden	The setting sun gave the fields a golden colour.	夕日が畑を金色に染めた。
golf	He plays golf with his colleagues twice a month.	彼は月2回、同僚とゴルフをする。
